186742
 Atoms. Timestep: 1300
1 6.98969 30.2553 -39.1302
1 6.94307 29.5105 -40.7771
1 7.80325 28.6619 -38.0054
1 6.31537 28.9846 -39.9754
1 6.86101 30.2933 -40.1329
1 7.1504 29.3188 -39.4989
1 7.73947 31.3163 -38.4018
1 8.43497 31.7613 -39.0352
1 6.90211 31.3766 -40.2015
1 7.4108 31.1001 -41.3297
1 8.68975 32.2439 -40.7811
1 10.042 31.4912 -40.3361
1 9.08986 31.3033 -40.6314
1 8.00771 28.4177 -40.2475
1 8.3426 31.6285 -40.0319
1 7.75961 30.8312 -40.2655
1 6.20317 31.3815 -39.4672
1 8.33803 30.1055 -38.4548
1 7.46236 31.6711 -39.379
1 7.29819 29.5149 -38.5104
1 7.9466 30.7079 -39.271
1 9.58129 30.2348 -39.5723
1 9.15082 31.6579 -38.3228
1 9.10724 30.7228 -37.4122
1 9.04023 30.793 -38.8555
1 7.81352 29.9527 -41.0333
1 8.12382 29.4568 -39.2318
1 9.10195 28.9923 -40.6169
1 10.1072 29.125 -40.8712
1 8.66569 30.3187 -40.1221
1 8.89871 28.0933 -39.5843
1 9.74714 28.11 -40.5712
1 9.01313 29.1351 -39.6072
1 8.23182 29.4145 -40.2606
1 7.15187 30.5111 -38.1663
1 6.47907 29.8099 -37.8916
1 6.52785 28.4645 -38.572
1 6.00615 29.3122 -38.8271
1 6.02658 30.5215 -38.9684
1 8.45923 27.0523 -37.7888
1 9.0899 27.8441 -35.6599
1 7.79233 27.6654 -37.3182
1 10.0866 27.773 -35.5172
1 7.48126 26.7485 -36.9808
1 7.04849 27.1454 -32.9405
1 6.97886 28.997 -34.6652
1 7.15551 27.3169 -34.0849
1 7.7128 25.9345 -36.4195
1 8.07378 24.8911 -36.6233
1 9.39639 26.3637 -36.2161
1 8.1482 27.9403 -35.3073
1 9.26665 27.0827 -37.1132
1 9.7916 25.7465 -35.4994
1 9.49584 25.3469 -36.3805
1 7.66366 25.4087 -37.3914
1 8.727 26.9014 -35.6838
1 7.00692 25.7492 -35.6459
1 9.9247 26.7716 -35.454
1 7.09354 26.6731 -36.0465
1 9.09635 25.5954 -37.3398
1 8.531 28.2203 -36.9111
1 7.95669 28.9601 -36.5294
1 9.12862 28.6727 -36.2346
1 7.95665 25.9861 -35.301
1 7.2703 27.7369 -36.145
1 8.35444 26.2653 -37.1446
1 12.0251 26.6867 -36.9485
1 12.4404 26.8948 -38.8046
1 13.8428 27.3618 -38.6836
1 14.4919 26.8746 -37.3676
1 14.0763 27.7189 -37.7545
1 12.8271 27.1914 -37.8856
1 12.7593 25.8939 -36.533
1 11.7525 26.0315 -36.1535
1 13.2048 27.041 -36.9616
1 13.7301 26.2582 -38.2644
1 12.1408 26.3123 -37.899
1 12.2976 28.0422 -37.5425
1 13.1297 26.1482 -37.4488
1 8.62238 25.7441 -36.0243
1 7.76794 27.001 -35.3709
1 8.80832 26.3524 -34.8258
1 8.94162 25.3787 -35.0559
1 10.6033 25.2773 -37.5013
1 10.3144 25.6092 -38.4209
1 11.5589 25.5986 -38.336
1 10.902 23.7118 -38.2849
1 11.1799 24.6759 -38.1155
1 9.89868 26.1854 -37.077
1 11.2599 25.904 -37.0373
1 10.5409 25.9733 -36.2989
1 8.99942 26.7579 -39.4726
1 9.81796 27.8166 -39.163
1 9.80356 26.1875 -39.0887
1 10.5082 25.922 -39.7937
1 10.3774 27.0105 -39.4949
1 10.36 26.511 -37.9209
1 11.8144 24.9002 -37.2211
1 15.6382 24.79 -42.3276
1 15.8271 25.2999 -43.2868
1 16.1821 23.9237 -42.3976
1 17.1085 24.7624 -41.6251
1 17.9974 25.308 -41.7564
1 17.2883 25.3151 -40.6146
1 15.3037 23.3441 -42.2155
1 14.5757 24.3324 -40.9379
1 14.3032 25.0968 -41.5569
1 15.5932 24.5652 -41.3211
1 14.5847 24.6253 -42.8693
1 14.9413 25.53 -42.2162
1 16.0456 24.094 -43.4101
1 15.1568 24.7693 -43.8946
1 15.1003 23.7166 -43.7221
1 25.249 18.8544 -43.5602
1 23.6925 19.0739 -43.5701
1 26.6342 20.0257 -42.7055
1 24.1334 18.2492 -42.1544
1 25.3934 19.4625 -40.3833
1 24.1517 20.1248 -41.4413
1 25.1931 18.5408 -40.7525
1 24.5193 18.9314 -41.5177
1 26.4285 19.087 -44.029
1 26.4979 19.0401 -42.4993
1 26.4949 18.0425 -42.8889
1 24.0664 17.5141 -45.3642
1 24.7477 20.163 -45.7252
1 25.1677 21.0755 -45.8241
1 23.4596 19.9071 -44.8639
1 24.0588 20.1059 -43.1087
1 24.9051 21.2809 -41.9957
1 23.6386 19.7576 -42.2342
1 23.8728 19.5694 -45.7203
1 23.2689 17.8391 -44.7722
1 23.7711 16.9328 -44.5521
1 23.4304 16.4266 -42.6033
1 24.7731 16.9963 -44.6676
1 25.7567 16.6853 -44.5131
1 24.3851 16.5352 -43.8525
1 24.5575 18.3324 -46.1812
1 25.6344 18.5517 -46.5998
1 25.3407 17.3951 -46.6374
1 26.7083 18.768 -46.3141
1 23.8028 18.5195 -45.4099
1 24.2865 19.1798 -42.7594
1 26.6255 19.5121 -45.5716
1 27.2469 19.1961 -43.4428
1 26.8845 20.4742 -41.138
1 27.0525 20.7268 -42.1112
1 27.3365 21.4604 -43.8034
1 28.5026 22.3715 -43.6719
1 28.3366 21.3755 -43.6673
1 26.5 21.6013 -42.0912
1 26.5426 22.0013 -40.4704
1 27.2053 21.4146 -41.3861
1 27.1795 20.0211 -40.2269
1 25.9752 20.1033 -40.9048
1 27.602 19.9195 -41.5818
1 26.3283 21.5619 -43.8611
1 26.9359 19.4211 -41.0061
1 25.7422 21.3774 -41.4312
1 24.7905 21.7717 -41.1073
1 26.2394 21.048 -40.6126
1 27.9009 19.4886 -40.7145
1 25.9592 19.492 -43.2325
1 24.5298 20.9731 -43.3581
1 25.4437 17.6392 -44.2482
1 27.6082 19.9283 -44.0396
1 27.3539 19.0095 -44.8796
1 29.2187 17.7592 -43.7652
1 29.865 17.3688 -44.5349
1 30.1469 16.7617 -42.6643
1 28.9377 16.784 -43.8217
1 30.0877 17.2978 -43.5328
1 29.7231 16.0859 -43.5985
1 30.3051 17.7715 -42.6536
1 27.3062 17.9994 -44.5701
1 23.323 18.1391 -43.7587
1 23.2374 20.5976 -42.6252
1 24.4253 19.5048 -40.6874
1 24.0396 21.2484 -42.5176
1 22.7077 19.484 -44.3276
1 23.5316 21.0447 -43.5232
1 22.7093 18.8755 -43.442
1 25.0368 19.4075 -46.3318
1 25.2917 16.8552 -45.522
1 25.9371 19.9056 -46.1966
1 23.4316 18.8041 -44.5128
1 24.555 19.5421 -43.8195
1 24.1582 17.8352 -44.2798
1 24.5973 19.7787 -44.8006
1 23.3837 18.6091 -42.7275
1 26.3069 18.0866 -43.9616
1 26.2316 19.7303 -41.8093
1 27.468 20.4912 -43.0655
1 25.3957 20.9949 -42.8315
1 22.7692 19.6531 -42.7356
1 25.0327 20.5872 -41.2691
1 23.0324 20.1688 -43.6555
1 26.0375 20.6818 -42.1143
1 26.3625 18.2216 -41.9036
1 27.1027 15.4882 -44.6879
1 26.0728 15.5355 -44.7325
1 25.9081 13.6696 -43.6825
1 26.5958 14.7126 -44.0464
1 27.6282 16.5354 -43.8107
1 24.9487 17.5275 -42.2651
1 24.1738 15.2841 -41.4095
1 26.0198 17.0738 -43.6191
1 26.6621 15.9848 -42.2984
1 26.0067 16.5964 -41.8247
1 27.0991 13.6608 -45.8239
1 26.468 14.583 -45.7528
1 27.7358 14.289 -44.9978
1 25.8381 17.2026 -42.6274
1 27.6489 17.4528 -41.7598
1 26.7444 17.3311 -42.195
1 28.0946 16.5471 -41.7018
1 29.3017 18.4244 -42.9933
1 27.4283 16.6365 -42.4558
1 26.7265 16.5432 -40.5479
1 26.9758 16.5945 -41.532
1 25.2972 15.6549 -42.8745
1 24.5315 15.5803 -43.5511
1 24.9254 16.3519 -42.1923
1 25.3226 15.8437 -44.128
1 25.1781 16.6292 -43.1411
1 26.1139 16.1918 -43.1293
1 25.1621 16.9905 -41.4354
1 23.4679 17.4243 -43.0439
1 24.2971 16.927 -42.7489
1 29.1134 21.2229 -41.615
1 28.113 19.056 -41.715
1 27.3252 18.4266 -41.6724
1 28.2745 18.2595 -42.3166
1 28.2729 17.9723 -43.483
1 28.7501 19.1361 -42.4962
1 28.4481 20.6998 -41.0603
1 26.9628 17.0545 -43.2561
1 25.7815 16.8896 -40.6422
1 26.8815 15.1208 -40.9894
1 26.3339 15.0275 -42.3875
1 27.596 15.7837 -41.269
1 25.2402 15.9928 -41.2831
1 26.7024 17.133 -39.7146
1 26.2334 15.8854 -41.1385
1 24.711 17.4418 -43.5274
1 26.7808 15.815 -43.7866
1 27.4835 15.8241 -43.0548
1 27.629 16.3771 -44.8097
1 25.8128 17.7357 -41.1995
1 26.3773 20.9429 -43.0654
1 24.997 18.4666 -42.6626
1 27.4808 19.5114 -42.5034
1 26.4156 19.8975 -44.6313
1 27.3565 18.5239 -42.6768
1 24.1874 18.2556 -43.2379
1 27.3418 20.0078 -45.0312
1 26.6852 20.2038 -43.7039
1 23.9952 17.2927 -41.8479
1 23.0836 18.0788 -41.357
1 24.6711 17.9035 -41.3668
1 24.8442 16.6749 -40.3344
1 24.0983 16.3383 -39.5267
1 24.1667 15.9316 -40.4514
1 24.1969 17.4449 -40.6004
1 24.5505 18.7623 -40.0036
1 25.1736 17.6287 -40.3183
1 23.4054 16.9728 -41.0773
1 23.9794 18.4564 -40.7973
1 23.5102 18.9532 -41.6387
1 24.2868 16.5005 -41.288
1 25.5723 17.9196 -43.2874
1 25.2461 21.0804 -40.4112
1 26.8664 19.0668 -40.0525
1 26.4264 18.2477 -40.5742
1 27.5769 19.5045 -39.4554
1 25.9287 18.9415 -39.6995
1 27.4077 18.4701 -40.666
1 24.8859 20.2386 -39.9841
1 26.2174 20.0464 -39.9173
1 25.962 21.1517 -39.6276
1 25.1404 20.084 -43.1992
1 24.8622 18.016 -44.9947
1 24.4204 20.7686 -44.8879
1 26.3835 20.5743 -45.5796
1 24.6932 19.0018 -45.4383
1 26.4859 20.9054 -44.6275
1 25.5223 20.7964 -44.9216
1 25.7643 20.6206 -43.8686
1 25.4493 21.8122 -43.4237
1 25.0351 21.2882 -44.1845
1 25.5475 19.7971 -45.1436
1 26.3881 18.7269 -44.9787
1 26.5795 17.2846 -44.5132
1 24.4434 18.7858 -44.481
1 26.3928 17.7977 -45.374
1 25.676 18.9391 -45.6655
1 24.0445 21.5072 -44.2981
1 25.4809 17.9313 -45.7904
1 27.249 18.0529 -43.5635
1 26.0236 19.0051 -41.1216
1 25.4032 18.4931 -41.739
1 27.8747 18.7003 -44.0622
1 25.4912 18.6485 -44.5181
1 24.0504 19.1245 -46.6107
1 25.553 19.6514 -44.1439
1 24.8495 20.206 -42.2405
1 25.4097 19.3653 -42.3923
1 23.9786 20.3247 -44.0962
1 25.2618 19.6085 -41.4233
1 31.8997 19.9189 -33.4497
1 32.2095 18.8777 -36.4135
1 32.9471 20.3742 -35.7837
1 32.3224 18.0114 -35.9055
1 33.9268 21.9688 -34.8839
1 34.255 21.4902 -37.8017
1 35.6359 22.5277 -37.343
1 34.6773 22.4302 -37.9725
1 33.8168 20.1976 -38.9524
1 34.8421 22.0021 -39.0057
1 34.9148 22.7707 -36.5043
1 34.7358 20.9166 -38.4798
1 33.6314 21.0779 -38.4935
1 31.8614 21.6076 -38.1378
1 32.6477 20.9558 -38.8851
1 34.9004 21.8733 -37.1037
1 35.1162 22.9394 -39.8789
1 33.0327 22.8489 -37.8496
1 34.3975 22.8945 -39.1678
1 35.1368 20.9134 -37.3139
1 33.8768 23.124 -38.3324
1 33.8195 22.1228 -38.4587
1 33.3468 21.9395 -37.3536
1 32.8036 21.9495 -38.2841
1 33.9428 22.8742 -37.3548
1 35.4755 21.7056 -37.916
1 33.2296 21.7639 -36.2874
1 26.4151 18.74 -32.1953
1 24.4778 18.6311 -30.87
1 25.586 18.4302 -32.7745
1 26.8656 19.502 -31.62
1 27.6661 20.0578 -29.9851
1 27.3948 18.6915 -31.9469
1 26.2026 18.5303 -30.8809
1 25.2004 16.8818 -31.1561
1 25.353 17.5901 -32.1493
1 26.8855 18.0006 -31.4129
1 25.3195 18.0951 -30.6545
1 24.6298 18.1139 -32.6272
1 25.8895 19.2651 -31.4992
1 26.6761 17.0389 -31.6587
1 25.9368 17.6656 -31.3285
1 32.2667 21.7792 -35.9829
1 35.5992 19.152 -35.9049
1 34.9327 18.414 -36.566
1 34.9569 19.4507 -36.7986
1 33.8351 18.109 -33.7379
1 31.1665 21.5544 -34.3745
1 35.2222 16.7907 -33.9045
1 35.5499 15.6823 -34.7207
1 36.1275 15.0099 -34.016
1 36.2675 16.3417 -33.7647
1 35.1976 17.1161 -34.8597
1 31.4649 21.8207 -33.2937
1 32.5226 21.6301 -33.1469
1 32.7506 20.1349 -32.4337
1 33.0895 21.0973 -31.0602
1 33.4854 21.4274 -31.9362
1 34.1771 20.3239 -32.0199
1 32.4478 21.0718 -32.2107
1 33.6251 22.0859 -32.7078
1 31.56 20.791 -33.8284
1 34.3842 17.4283 -34.2452
1 32.6382 18.438 -32.8935
1 34.4929 18.6393 -34.4365
1 32.4594 19.4963 -35.6527
1 32.3544 19.0129 -37.4526
1 32.4463 18.629 -34.9894
1 31.5126 19.2102 -35.4332
1 33.5651 19.5718 -35.7738
1 32.227 17.5426 -36.8283
1 32.1997 16.441 -36.6269
1 34.4191 16.3213 -36.1441
1 33.1617 16.5704 -36.3414
1 32.0242 14.4127 -37.1827
1 31.4008 17.0721 -36.4774
1 33.1359 17.5783 -36.3909
1 32.4205 18.8495 -33.7934
1 31.9146 17.7755 -34.8944
1 33.8223 18.799 -35.1734
1 31.191 18.3021 -35.7354
1 30.5283 17.1899 -36.9706
1 31.2557 18.8063 -36.7357
1 33.06 18.6998 -35.828
1 31.8117 20.9115 -37.4067
1 31.0612 23.7603 -38.3768
1 32.3437 22.1523 -37.4057
1 34.0844 22.2069 -36.6092
1 32.6268 21.2975 -36.9501
1 33.2453 18.6859 -34.3522
1 34.789 18.7436 -35.4577
1 35.9741 17.6909 -33.8887
1 34.6405 17.3537 -33.0293
1 34.8612 18.1123 -33.6582
1 33.5823 17.8871 -35.5365
1 35.8853 20.9119 -35.5407
1 36.7542 20.6191 -35.1155
1 36.1048 19.9177 -35.4492
1 34.5206 17.8024 -35.1733
1 35.5577 20.1025 -36.2788
1 33.8739 20.3729 -36.3106
1 35.0239 21.5152 -35.4796
1 33.3216 20.5098 -37.1453
1 35.5731 22.323 -35.7332
1 32.2057 20.5208 -36.4541
1 32.8269 20.9788 -37.8916
1 33.3629 21.1054 -35.2245
1 33.7366 18.7402 -37.6581
1 32.2247 20.9605 -35.3876
1 34.4526 19.7159 -33.0432
1 34.0835 21.4457 -35.8478
1 31.1679 20.7012 -36.4987
1 33.3939 22.4714 -35.5798
1 33.1234 18.7899 -36.8367
1 34.3492 19.5806 -34.804
1 34.9712 20.3734 -34.0801
1 34.5711 19.7069 -35.8152
1 33.8562 18.0943 -36.8871
1 30.9718 20.0689 -34.6814
1 32.4143 20.975 -34.3518
1 31.9738 20.1703 -34.8051
1 34.7892 20.732 -36.0748
1 32.1394 21.8957 -34.0424
1 32.9057 22.7348 -34.7366
1 33.1138 22.073 -33.8474
1 33.7818 22.7255 -34.2302
1 32.6671 21.773 -34.9272
1 34.186 20.5041 -35.2598
1 33.8984 19.4309 -36.924
1 33.35 19.8554 -34.8278
1 32.9285 19.7546 -36.5867
1 32.7141 19.8507 -34.0416
1 34.0735 18.7791 -36.1721
1 34.4366 21.187 -34.493
1 33.3775 23.6314 -34.0423
1 30.4714 23.4591 -35.034
1 31.8655 25.2509 -35.0257
1 30.1895 24.9245 -34.2005
1 30.7282 25.3655 -35.0257
1 30.5452 23.9169 -34.1033
1 31.141 25.2709 -34.0665
1 29.7146 24.8531 -35.1242
1 31.7504 24.1938 -33.4403
1 34.0741 23.6203 -33.2969
1 31.4366 23.303 -33.0089
1 32.2124 22.6348 -33.0041
1 31.4699 25.0719 -33.0146
1 33.3713 22.8928 -33.2615
1 32.1035 24.9876 -33.9589
1 30.9198 22.5418 -34.1833
1 32.9943 23.7944 -32.9802
1 31.9483 21.943 -32.3145
1 32.5588 23.0712 -33.8499
1 32.1128 23.8481 -32.4867
1 33.0579 25.1572 -34.2428
1 31.8977 22.7187 -34.5822
1 31.672 23.5767 -35.0718
1 31.9603 24.3852 -35.6041
1 32.7891 24.618 -35.0551
1 31.309 24.4581 -34.7394
1 31.4216 23.4204 -34.0174
1 33.5379 21.2188 -33.2176
1 35.6409 21.0221 -33.6661
1 34.2768 21.1883 -32.5307
1 35.3459 20.1991 -33.1594
1 34.6195 21.1934 -33.499
1 33.4204 24.5165 -33.5512
1 33.973 23.5057 -34.871
1 34.4572 22.3691 -35.6808
1 34.0967 23.2947 -35.8777
1 34.625 24.5776 -34.9635
1 34.0262 24.1527 -36.6141
1 34.6992 24.1077 -35.8538
1 33.6949 24.4426 -34.5842
1 35.2757 25.2158 -35.4009
1 33.8536 24.7175 -35.7078
1 34.9694 23.6296 -34.9924
1 34.6484 22.7032 -34.7471
1 34.1804 21.2164 -36.833
1 35.562 21.2591 -36.4558
1 34.3366 20.2931 -37.2126
1 33.1494 23.4504 -35.5368
1 32.5911 23.7006 -34.6713
1 35.4303 21.1017 -34.6526
1 31.7694 19.2434 -34.456
1 32.6924 20.6673 -33.419
1 33.6072 19.5889 -32.4116
1 33.8926 18.8501 -33.0409
1 33.4021 17.0441 -35.0116
1 35.216 16.2955 -35.4682
1 34.665 15.4712 -36.7313
1 36.1923 17.2926 -34.8461
1 35.017 17.3788 -35.949
1 35.9548 16.9862 -35.9741
1 33.6473 16.2247 -34.4698
1 35.0957 15.9373 -33.3446
1 34.3381 16.7346 -35.2267
1 34.3259 15.7362 -35.0749
1 33.4633 15.3822 -33.528
1 33.5227 15.1329 -34.9677
1 33.8974 16.7711 -33.654
1 32.8666 17.7709 -34.5547
1 31.4316 15.8784 -36.1079
1 32.0076 15.5538 -37.4877
1 33.5682 16.0757 -37.1606
1 32.7545 15.5898 -36.8064
1 32.3955 15.6602 -35.865
1 28.1019 13.0945 -34.2871
1 27.4843 12.8575 -32.1338
1 28.0096 11.0117 -33.1202
1 28.3913 11.9818 -33.0702
1 27.7875 11.7127 -34.9112
1 27.7555 12.7125 -33.4181
1 26.3194 12.5742 -31.5051
1 28.3281 12.3209 -31.9904
1 29.1175 13.8305 -33.2565
1 28.0996 6.37769 -33.1085
1 29.1753 5.667 -33.3794
1 28.4909 7.90992 -33.2615
1 28.5544 5.046 -32.8769
1 30.7073 5.28041 -33.9431
1 29.5176 4.64977 -33.4198
1 29.0263 7.44402 -32.5438
1 28.0269 5.68204 -33.8359
1 28.5902 6.58198 -32.2499
1 27.5222 6.75889 -33.8615
1 27.6665 7.0751 -32.5218
1 29.2167 8.43868 -32.5334
1 28.4793 7.07889 -33.8672
1 29.6496 13.0064 -33.5253
1 29.0629 11.261 -33.3164
1 28.9785 12.0297 -34.4592
1 30.0931 13.9377 -33.5889
1 29.6517 12.0064 -33.6675
1 28.3803 14.392 -33.6698
1 28.9373 12.7992 -32.841
1 30.2026 12.9227 -32.6844
1 28.9928 13.5676 -34.3313
1 31.8343 14.9916 -36.3763
1 34.0053 14.7027 -37.276
1 33.0431 14.8631 -36.1378
1 33.1785 12.397 -36.7003
1 32.4788 13.3002 -35.6162
1 32.5586 12.6979 -37.569
1 33.14 16.1418 -35.38
1 32.6166 16.6871 -34.4885
1 31.3345 14.8496 -37.7779
1 31.4372 14.1658 -35.3947
1 33.1682 14.2561 -35.3382
1 32.2833 14.7217 -35.4873
1 33.4054 13.2689 -36.023
1 30.7598 14.0894 -34.6273
1 32.5705 12.3194 -35.8687
1 30.9403 15.0253 -35.8698
1 31.2111 14.8796 -34.1827
1 32.8798 14.5599 -33.5751
1 31.8336 14.0966 -34.0473
1 31.114 14.3145 -36.5792
1 31.7946 12.3715 -35.2243
1 31.6811 13.3043 -34.8533
1 30.7914 15.1849 -36.9891
1 31.7953 16.2055 -35.2085
1 31.8336 15.813 -33.9775
1 32.01 17.0778 -35.6713
1 33.6238 15.6938 -36.144
1 31.3544 12.4817 -36.1259
1 31.4693 11.535 -35.7667
1 33.5126 13.805 -37.1736
1 33.0016 14.6776 -37.1706
1 33.5568 12.9027 -37.6329
1 31.2872 11.656 -36.807
1 31.7532 13.1429 -37.1171
1 31.0445 13.5051 -33.8332
1 31.5972 14.0219 -32.83
1 32.1188 13.0451 -33.4852
1 31.6246 13.4575 -36.1591
1 30.4237 14.3423 -37.4091
1 29.6941 13.7352 -36.1434
1 30.2661 13.7555 -38.2201
1 32.4896 14.7203 -34.4932
1 29.9016 13.1579 -34.4914
1 30.0596 12.1637 -34.5808
1 29.6232 14.5719 -34.2679
1 30.7143 13.1343 -35.091
1 29.5401 13.8371 -35.1474
1 31.5219 15.24 -35.0735
1 34.0203 14.6252 -36.2693
1 32.5192 15.7062 -34.7119
1 30.1474 14.5989 -36.4621
1 28.3769 15.4621 -38.7843
1 31.1657 15.3333 -39.6514
1 30.8106 15.0549 -40.5569
1 29.3056 14.1152 -38.338
1 28.5244 16.3501 -39.3484
1 30.3306 13.9349 -39.2147
1 29.4973 14.7434 -37.5583
1 29.3153 15.1035 -38.5775
1 30.2869 15.8671 -40.2391
1 30.6818 17.1137 -40.8168
1 29.9998 15.8957 -39.267
1 34.8904 12.9068 -40.6642
1 33.5304 12.1276 -39.6468
1 34.5451 12.0235 -41.2969
1 31.1382 16.2284 -40.6499
1 30.0009 14.8821 -39.3519
1 30.203 15.7159 -38.2934
1 29.5235 16.7889 -39.1722
1 29.0708 16.155 -38.5175
1 30.9328 16.1373 -38.9638
1 32.2127 16.2184 -38.5209
1 33.0776 15.5095 -37.8788
1 31.3009 16.2419 -37.0431
1 33.3176 17.1322 -37.2982
1 34.5316 16.4194 -37.1504
1 34.2454 17.215 -36.5802
1 33.9764 16.7547 -37.9993
1 32.6567 16.4056 -37.6071
1 31.3363 16.0739 -38.0391
1 30.0095 16.8272 -38.2846
1 29.9553 17.0483 -40.0649
1 31.0558 17.9064 -39.6447
1 30.3635 17.364 -39.1488
1 31.9435 20.0485 -40.2981
1 38.6964 23.1271 -39.4479
1 39.2149 23.5119 -43.0297
1 38.3555 23.1734 -41.3758
1 39.9802 26.1293 -40.7082
1 39.178 23.3047 -41.9607
1 38.211 23.5556 -43.4587
1 39.6604 24.2082 -43.7214
1 39.1801 23.3581 -44.0364
1 38.377 21.7086 -42.4304
1 38.6552 24.4062 -44.239
1 37.783 22.6026 -41.9962
1 38.4798 22.9125 -42.678
1 39.1521 22.4077 -43.2516
1 37.5021 22.9602 -42.9967
1 39.8805 23.0994 -40.0266
1 40.6778 23.6243 -39.6623
1 39.4917 24.2242 -41.2205
1 40.422 24.502 -40.8345
1 37.6395 24.7717 -40.5853
1 40.0901 25.5351 -42.6403
1 40.1341 23.3393 -43.4093
1 40.2145 24.4712 -42.9017
1 39.4935 25.2609 -40.8731
1 40.5018 25.7102 -43.6845
1 39.3263 25.173 -43.7712
1 38.0941 25.9077 -43.3824
1 39.4084 26.0428 -43.245
1 40.5972 24.5631 -43.9282
1 39.5868 24.0412 -39.7803
1 37.7007 23.3282 -39.5409
1 38.4535 24.1712 -41.0011
1 40.7452 25.4669 -40.6624
1 40.0458 23.1427 -39.0199
1 38.4304 24.7335 -39.2426
1 38.9239 24.9592 -40.0956
1 38.8796 25.7309 -41.727
1 38.1526 24.1261 -40.0033
1 39.6511 25.0778 -41.8535
1 38.4787 25.1907 -40.9745
1 37.1739 23.034 -41.2985
1 39.9729 24.9405 -40.0375
1 37.7803 23.3751 -40.5661
1 39.4329 24.8464 -39.1869
1 40.4886 25.6764 -39.5715
1 38.9043 23.5462 -40.3466
1 32.1415 19.1382 -39.7327
1 32.9289 20.0302 -40.9785
1 32.5961 19.2434 -41.7997
1 32.8814 19.87 -39.9498
1 34.7209 20.4009 -40.6124
1 34.8814 20.0458 -38.9709
1 34.2868 21.1859 -40.1436
1 37.6879 21.6044 -40.2624
1 36.4935 20.422 -41.0163
1 36.7483 22.4009 -40.0094
1 37.0311 20.896 -38.5463
1 35.7286 21.5331 -38.8818
1 35.6168 24.0968 -37.7134
1 36.1615 22.6153 -38.2023
1 34.4008 24.2318 -37.7266
1 33.2894 21.518 -40.1651
1 35.2458 24.3299 -38.624
1 36.127 21.0356 -37.5354
1 34.79 23.4183 -37.2741
1 33.4165 23.1098 -39.3459
1 35.3269 23.2035 -38.1021
1 34.364 23.8725 -38.8033
1 35.5749 23.3509 -39.0738
1 35.87 20.34 -38.2224
1 34.9507 20.0107 -37.963
1 35.0119 21.0849 -39.4432
1 33.3998 19.0913 -41.1799
1 33.4691 19.2862 -42.6771
1 33.9607 19.6711 -40.5736
1 33.1608 18.9021 -40.0427
1 33.4238 20.0035 -41.8925
1 32.4757 20.7932 -39.8672
1 34.5712 19.9856 -41.5291
1 35.9009 20.5891 -39.2002
1 36.8651 21.9672 -38.9111
1 37.2075 21.1021 -39.5228
1 36.4482 20.6877 -40.043
1 36.715 21.5233 -40.5474
1 34.5999 19.5408 -39.8007
1 37.3396 18.7383 -41.8901
1 39.2746 10.3772 -35.4699
1 40.9168 8.77162 -35.3724
1 41.0941 10.2521 -35.1268
1 38.6527 8.70232 -35.609
1 39.5442 8.38816 -34.2583
1 38.8417 8.10483 -36.4291
1 40.2577 10.5483 -35.6276
1 39.0004 9.85236 -36.9174
1 41.0889 9.61162 -37.124
1 39.3554 11.8998 -36.5979
1 40.6661 10.3501 -36.5352
1 43.6619 14.7232 -38.0485
1 46.2616 19.1035 -33.5375
1 46.7056 20.0566 -34.1221
1 47.0106 19.092 -34.4538
1 45.0803 18.089 -35.1857
1 46.2449 18.2442 -34.1189
1 48.7846 19.5345 -32.8345
1 48.3158 19.1502 -31.9579
1 47.9948 20.025 -33.493
1 45.4235 18.7277 -34.4609
1 46.3844 19.6301 -35.8818
1 46.1483 19.2702 -34.9507
1 44.5751 18.2563 -34.043
1 45.6116 19.8101 -34.0896
1 43.0702 14.5166 -36.7454
1 41.2162 13.5331 -36.3717
1 39.8353 15.8632 -36.8953
1 40.0748 14.8507 -37.2613
1 40.4907 15.2598 -36.3035
1 40.3984 13.8909 -37.1358
1 40.3439 14.4927 -34.4467
1 41.0343 14.44 -35.9645
1 40.4657 15.0103 -35.3196
1 41.6106 14.4934 -35.1378
1 40.5084 13.3971 -35.5902
1 42.0724 15.419 -33.2868
1 43.3715 15.5239 -32.4596
1 43.1164 15.4719 -33.4575
1 39.5309 13.6486 -35.2831
1 39.3759 14.1899 -34.4285
1 39.6182 14.5683 -35.8089
1 41.2304 13.6252 -37.6446
1 41.7916 15.4301 -37.9794
1 40.7335 15.2313 -38.0078
1 42.5748 15.3322 -37.3358
1 41.7159 14.424 -38.0322
1 42.6614 15.2266 -38.4703
1 40.765 16.1942 -37.3634
1 41.7683 16.3948 -37.6794
1 41.1619 17.2034 -37.6011
1 41.7234 16.4692 -38.7727
1 41.6278 14.4256 -37.0188
1 42.7178 14.3997 -37.6949
1 41.6533 10.4551 -36.3524
1 39.6998 10.5882 -36.7583
1 40.2752 9.51932 -36.1145
1 40.1058 8.91977 -33.5853
1 39.7733 7.44263 -33.9889
1 40.9025 8.81368 -32.9163
1 39.1512 5.72541 -33.5728
1 39.7499 8.05425 -33.1759
1 40.4389 8.05474 -32.4186
1 40.4037 9.68475 -32.8094
1 38.5884 8.57274 -34.5944
1 36.9012 8.68423 -35.3191
1 38.3452 7.77974 -33.9931
1 39.1595 8.77983 -32.7913
1 39.9516 9.42789 -34.4902
1 37.8148 9.08927 -35.1628
